Jop title,Company name,Location,Posted,Skills,links
"Full time Senior ASP Net Core, Blazor Full Stack Developer-2",Sinmar Soft  -,"New Nozha, Cairo, Egypt",1 month ago,Full TimeOn-siteExperienced / 3 - 10 Yrs of Exp / IT/Software Development / Project/Program Management / Engineering - Telecom/Technology / blazor / MVC / ASP.NET Core / c#.net / ASP.net MVC 5,https://wuzzuf.net/jobs/p/VxcWX92hM6c2-Full-time-Senior-ASP-Net-Core-Blazor-Full-Stack-Developer-2-Sinmar-Soft-Cairo-Egypt
Full-stack PHP Lavarel developer,MTS-IT -,"Maadi, Cairo, Egypt",2 months ago,Full TimeOn-siteExperienced / 3 - 5 Yrs of Exp / IT/Software Development / Full Stack / Information Technology (IT) / HTML / Java / jQuery / MySQL / Software Development / Angular,https://wuzzuf.net/jobs/p/tceGcyUeLOul-Full-stack-PHP-Lavarel-developer-MTS-IT-Cairo-Egypt
Senior Full Stack Developer,Bevatel -,"Dokki, Giza, Egypt",2 months ago,Full TimeOn-siteExperienced / 3 - 5 Yrs of Exp / IT/Software Development / Computer Science / Full Stack / HTML / CSS / JavaScript / jQuery / MySQL / React / Software Development,https://wuzzuf.net/jobs/p/G4Uun8KDKj6v-Senior-Full-Stack-Developer-Bevatel-Giza-Egypt
Merchandising Planner,Happy Vision -,"Mohandessin, Giza, Egypt",2 months ago,Full TimeOn-siteExperienced / 3 - 4 Yrs of Exp / Sales/Retail / Commercial Sales / Fashion / excel / Logistics / Planning,https://wuzzuf.net/jobs/p/6dZ5lGnUjRH9-Merchandising-Planner-Happy-Vision-Giza-Egypt
Promotion Category Manager,Confidential -,"Giza, Egypt",1 month ago,Full TimeOn-siteManager / 10 - 12 Yrs of Exp / Operations/Management / Sales/Retail / Sales / Sales Target / Sales Field / Sales Management / Sales Skills,https://wuzzuf.net/jobs/p/nI1Hy4EmWzRQ-Promotion-Category-Manager-Giza-Egypt
Senior Full Stack Developer,SURE International Technology -,"Nasr City, Cairo, Egypt",2 months ago,Full TimeOn-siteExperienced / 3 - 8 Yrs of Exp / IT/Software Development / Angular / .Net / Full Stack / MySQL / jQuery / JavaScript / HTML / Computer Science / Software Development,https://wuzzuf.net/jobs/p/GNQM9isMfDC7-Senior-Full-Stack-Developer-SURE-International-Technology-Cairo-Egypt
Cost Accountant,International Food & Consumable Goods - Egypt S.A.E -,"6th of October, Giza, Egypt",2 months ago,Full TimeOn-siteExperienced / 4 - 6 Yrs of Exp / males_only / Accounting/Finance / FMCG / Cost Accounting / Finance / English / ERP / Excel / Cost Control,https://wuzzuf.net/jobs/p/uY2L7vmvM5Rk-Cost-Accountant-International-Food-Consumable-Goods---Egypt-S-A-E-Giza-Egypt
Senior Full Stack Developer (.Net Core - MVC),Dynamicslink -,"Nasr City, Cairo, Egypt",1 month ago,Full TimeOn-siteExperienced / 3+ Yrs of Exp / males_only / IT/Software Development / Engineering - Telecom/Technology / .Net / ASP.Net / Computer Science / CSS / Information Technology (IT) / JavaScript / jQuery / Software Development,https://wuzzuf.net/jobs/p/Sr4rjH3VfP65-Senior-Full-Stack-Developer-Net-Core---MVC-Dynamicslink-Cairo-Egypt
Full Stack Developer,Orange Studio -,"Nasr City, Cairo, Egypt",2 months ago,InternshipOn-siteEntry Level / IT/Software Development / Computer Science / PHP / jQuery / HTML / CSS / JavaScript,https://wuzzuf.net/internship/cXtwj58WYNyC-Full-Stack-Developer-Orange-Studio-Cairo-Egypt
Budgeting & Costing consultant,Exco Egypt -,"Nasr City, Cairo, Egypt",1 month ago,Full TimeOn-siteManager / 12 - 16 Yrs of Exp / Accounting/Finance / Analyst/Research / Strategy/Consulting / Accounting / Budgeting / Finance / Financial Analysis / Costing,https://wuzzuf.net/jobs/p/WW24ATDDLYQM-Budgeting-Costing-consultant-Exco-Egypt-Cairo-Egypt
R&D Formulation Specialist,APEX Pharma -,"Rabigh, Saudi Arabia",29 days ago,Full TimeOn-siteExperienced / 4 - 6 Yrs of Exp / R&D/Science / Analyst/Research / Pharmaceutical / Chemistry / Pharmaceutical / Quality Control / quality / GMP / Product Development / R&D,https://wuzzuf.net/jobs/p/hY8qI60YIrzG-RD-Formulation-Specialist-APEX-Pharma-Rabigh-Saudi-Arabia
Senior Full Stack ASP.NET Developer,OrobaSoft -,"Cairo, Egypt",27 days ago,Full TimeRemoteExperienced / 4 - 5 Yrs of Exp / males_only / IT/Software Development / Engineering - Telecom/Technology / Full Stack / Software Development / Microservice Architecture / ASP.NET Core / JavaScript / Front-End Development / HTML / CSS,https://wuzzuf.net/jobs/p/qEmdmthfCZVp-Senior-Full-Stack-ASPNET-Developer-OrobaSoft-Cairo-Egypt
Senior ERP Developer,Algoriza -,"Giza, Egypt",1 month ago,Full TimeRemoteExperienced / 3 - 6 Yrs of Exp / IT/Software Development / ERP / Agile / Microsoft Dynamics,https://wuzzuf.net/jobs/p/v12oGTO13ZsE-Senior-ERP-Developer-Algoriza-Giza-Egypt
Full stack Senior .net core Developer,Syscodeia -,"New Cairo, Cairo, Egypt",2 months ago,Full TimeOn-siteExperienced / 3 - 7 Yrs of Exp / IT/Software Development / Engineering - Telecom/Technology / Agile / Computer Science / core / Angular / CSS / Github / Microservices / Information Technology (IT),https://wuzzuf.net/jobs/p/6qIjlcyQrOEV-Full-stack-Senior-net-core-Developer-Syscodeia-Cairo-Egypt
Geospatial and Land Surveyor Specialist,Exco Egypt -,"Nasr City, Cairo, Egypt",1 month ago,Full TimeOn-siteExperienced / 4 - 8 Yrs of Exp / males_preferred / Strategy/Consulting / Land Surveying / Surveying,https://wuzzuf.net/jobs/p/sZWJuR277B6L-Geospatial-and-Land-Surveyor-Specialist-Exco-Egypt-Cairo-Egypt
Cost Accountant / Furniture and wooden industry,Outservingplus -,"Giza, Egypt",2 months ago,Full TimeOn-siteExperienced / 4 - 6 Yrs of Exp / Logistics/Supply Chain / Analyst/Research / accountant / Accounting / CMA / Cost Accountant / Cost Accounting / ERP / excel / Finance,https://wuzzuf.net/jobs/p/1Fq5WoJVlLQy-Cost-Accountant-Furniture-and-wooden-industry-Outservingplus-Giza-Egypt
Functional Consultant CRM - Microsoft Dynamics 365,Cubic Information Systems -,"New Cairo, Cairo, Egypt",19 hours ago,Full TimeOn-siteExperienced / 1 - 3 Yrs of Exp / IT/Software Development / Engineering - Telecom/Technology / CRM / Customer Service / Dynamics 365 / Functional / Functional consultant / Information Technology (IT) / Sales / SQL,https://wuzzuf.net/jobs/p/QGi7fVBMwTpx-Functional-Consultant-CRM---Microsoft-Dynamics-365-Cubic-Information-Systems-Cairo-Egypt
Senior SEO Specialist,Fantastic Services -,"Maadi, Cairo, Egypt",1 month ago,Full TimeOn-siteExperienced / 2 - 4 Yrs of Exp / Marketing/PR/Advertising / Analyst/Research / Media/Journalism/Publishing / Search Engine / SEO / Content / Search Engine Optimization / Search Engines / Google Analytics / SEMrush,https://wuzzuf.net/jobs/p/dZxLgXa2JNg2-Senior-SEO-Specialist-Fantastic-Services-Cairo-Egypt
Business Market Researcher,MENA INTEL -,"Nasr City, Cairo, Egypt",23 days ago,Full TimeOn-siteExperienced / 1 - 3 Yrs of Exp / Customer Service/Support / Analyst/Research / Sales/Retail / English / Communication skills / Telesales / Social Media / Market Research / Research Analysis / Customer Support,https://wuzzuf.net/jobs/p/sO1lo9Hz6OLk-Business-Market-Researcher-MENA-INTEL-Cairo-Egypt
Technical Lead- Java,Egabi FSI -,"Sheraton, Cairo, Egypt",13 days ago,Full TimeOn-siteManager / 10+ Yrs of Exp / IT/Software Development / Engineering - Telecom/Technology / Information Technology (IT) / Java / OOP / Computer Science / Development / Spring Boot / spring Framework / SOAP,https://wuzzuf.net/jobs/p/uIFvAufumMIv-Technical-Lead--Java-Egabi-FSI-Cairo-Egypt
Financial Accountant,Masar Architects  -,"New Cairo, Cairo, Egypt",2 months ago,Full TimeOn-siteExperienced / 2+ Yrs of Exp / Accounting/Finance / Banking / Analyst/Research / accountant / Accounting / Finance / Financial / Financial Management / Financial Analysis / Bookkeeping,https://wuzzuf.net/jobs/p/RItqstR6uSCI-Financial-Accountant-Masar-Architects-Cairo-Egypt
PHP Laravel full stack developer,Monglish Academy -,"Alexandria, Egypt",1 month ago,Full TimeOn-siteExperienced / 3 - 5 Yrs of Exp / Creative/Design/Art / IT/Software Development / Engineering - Telecom/Technology / Computer Science / front-end / Full Stack / Information Technology (IT) / Laravel / PHP / React,https://wuzzuf.net/jobs/p/qJYagRxkOo70-PHP-Laravel-full-stack-developer-Monglish-Academy-Alexandria-Egypt
Market Researcher,MAJ Consulting Group -,"Downtown, Cairo, Egypt",2 months ago,Full TimeOn-siteExperienced / 2 - 5 Yrs of Exp / Business Development / Marketing/PR/Advertising / Analyst/Research / Market Research / MBA / Business Development / Business Analysis / Financial Analysis / Analysis / Marketing,https://wuzzuf.net/jobs/p/1QMVt2F2qVsl-Market-Researcher-MAJ-Consulting-Group-Cairo-Egypt
Senior Risk Officer (Finance or Banking Experience),Erada -,"Maadi, Cairo, Egypt",19 days ago,Full TimeOn-siteExperienced / 3 - 4 Yrs of Exp / Accounting/Finance / Analyst/Research / Risk Management / Risk Assessment / Banking / Banks / Banking Sector,https://wuzzuf.net/jobs/p/nILHsA66aGsQ-Senior-Risk-Officer-Finance-or-Banking-Experience-Erada-Cairo-Egypt
Professional Cloud and IT Sales Manager,"Telecom Systems Provider, LLC -","Riyadh, Saudi Arabia",2 months ago,Full TimeOn-siteExperienced / 7+ Yrs of Exp / IT/Software Development / Sales/Retail / Engineering - Telecom/Technology / Cloud / IT sales,https://wuzzuf.net/jobs/p/vG7YgzpuiLzg-Professional-Cloud-and-IT-Sales-Manager-Telecom-Systems-Provider-LLC-Riyadh-Saudi-Arabia
Commercial Accountant,Kellogg Tolaram Noodles Egypt LLC -,"6th of October, Giza, Egypt",1 month ago,Full TimeOn-siteExperienced / 3 - 5 Yrs of Exp / Accounting/Finance / Administration / Analyst/Research / Commerce / Commercial / Accounting / Commercial accountant / Finance / Financial Analysis / Microsoft Excel,https://wuzzuf.net/jobs/p/8o3ROazQPiGO-Commercial-Accountant-Kellogg-Tolaram-Noodles-Egypt-LLC-Giza-Egypt
Marketing Team Leader,LAMA Medical -,"Maadi, Cairo, Egypt",23 days ago,Full TimeOn-siteManager / 5 - 8 Yrs of Exp / Marketing/PR/Advertising / Analyst/Research / Media/Journalism/Publishing / Communication / Communication skills / Leadership / Management / Marketing / Social Media / media,https://wuzzuf.net/jobs/p/ve04jkwZ5tON-Marketing-Team-Leader-LAMA-Medical-Cairo-Egypt
Senior Full stack Web Developer C # / ASP.NET - F or M,iucon Egypt -,"Dokki, Giza, Egypt",2 months ago,Full TimeHybridExperienced / 2 - 5 Yrs of Exp / IT/Software Development / Engineering - Telecom/Technology / ASP / ASP.Net / .Net / SQL / JavaScript / Information Technology (IT),https://wuzzuf.net/jobs/p/EzFvksngSJOP-Senior-Full-stack-Web-Developer-C-ASPNET---F-or-M-iucon-Egypt-Giza-Egypt
Cost Accountant,Soulintec  -,"Smouha, Alexandria, Egypt",2 months ago,Full TimeOn-siteExperienced / 3 - 5 Yrs of Exp / Accounting/Finance / Analyst/Research / Finance / Cost Accounting / analytical / excel,https://wuzzuf.net/jobs/p/y00zdWye836n-Cost-Accountant-Soulintec-Alexandria-Egypt
Full Stack Developer - Remote,Sequel Solutions -,"Cairo, Egypt",2 months ago,InternshipRemoteStudent / 0 - 1 Yrs of Exp / IT/Software Development / CSS / Full Stack / Java / JavaScript / React.js / Node.js,https://wuzzuf.net/internship/S3KUoZ0YXnls-Full-Stack-Developer---Remote-Sequel-Solutions-Cairo-Egypt
Search Engine Optimization Specialist,blackcat media -,"Cairo, Egypt",12 days ago,Full TimeRemoteExperienced / 2 - 10 Yrs of Exp / Marketing/PR/Advertising / Analyst/Research / Media/Journalism/Publishing / Search Engine / SEO / Google Analytics / digital marketing / Marketing / Social Media / SEM,https://wuzzuf.net/jobs/p/mdNoFjbj4aWK-Search-Engine-Optimization-Specialist-blackcat-media-Cairo-Egypt
Growth Marketer | Performance Marketing | Mobile Apps,ChildRoo -,"Cairo, Egypt",16 hours ago,Full TimeRemoteExperienced / 2 - 7 Yrs of Exp / Marketing/PR/Advertising / Analyst/Research / Growth / Marketing / SEO / Social Media / E-Marketing / media buyer / growth marketer / email markering,https://wuzzuf.net/jobs/p/RogP5vjLflak-Growth-Marketer-Performance-Marketing-Mobile-Apps-ChildRoo-Cairo-Egypt
Research Associate,CTI Clinical Trial and Consulting Services -,"Riyadh, Saudi Arabia",4 days ago,Full TimeEntry Level / Marketing/PR/Advertising / Analyst/Research / Pharmaceutical / Research / Market Research / Marketing / Analysis / Pharmacy / English / Operations,https://wuzzuf.net/jobs/p/g/zmhwHbIjDZP2-Research-Associate-CTI-Clinical-Trial-and-Consulting-Services-Riyadh-Saudi-Arabia
Researcher,Projecs International -,"Sheikh Zayed, Giza, Egypt",1 month ago,Full TimeOn-siteEntry Level / 0 - 4 Yrs of Exp / Analyst/Research / Market Research / business / MS Office,https://wuzzuf.net/jobs/p/YT5GwZdmM9Ri-Researcher-Projecs-International-Giza-Egypt
Risk Assistant Manager,A.T Lease Egypt -,"Sheikh Zayed, Giza, Egypt",1 month ago,Full TimeOn-siteExperienced / 5 - 7 Yrs of Exp / Analyst/Research / Risk Management / Credit Risk,https://wuzzuf.net/jobs/p/wkLKbYdU60BE-Risk-Assistant-Manager-A-T-Lease-Egypt-Giza-Egypt
Senior Full Stack Web Developer - Remotely,IQRA Network -,"Cairo, Egypt",1 month ago,Full TimePart TimeRemoteExperienced / 4 - 6 Yrs of Exp / Creative/Design/Art / IT/Software Development / Engineering - Telecom/Technology / Computer Science / Full Stack / HTML / Information Technology (IT) / Java / JavaScript / jQuery,https://wuzzuf.net/jobs/p/r9sa6EguYruI-Senior-Full-Stack-Web-Developer---Remotely-IQRA-Network-Cairo-Egypt
UI UX Researcher,classera -,"New Cairo, Cairo, Egypt",1 month ago,Full TimeHybridEntry Level / 3 - 5 Yrs of Exp / R&D/Science / Creative/Design/Art / Analyst/Research / Market Research / analytical / Design / Marketing / Development / Product / UX,https://wuzzuf.net/jobs/p/f3Et1JmQGz4v-UI-UX-Researcher-classera-Cairo-Egypt
QC Manager,Confidential -,"6th of October, Giza, Egypt",28 days ago,Full TimeOn-siteManager / 10 - 15 Yrs of Exp / Engineering - Construction/Civil/Architecture / Quality / QA / QC / Quality Control / Quality Assurance / Construction / Civil Engineering / Engineering / Architecture,https://wuzzuf.net/jobs/p/5GfMEfJgi22u-QC-Manager-Giza-Egypt
Full Stack Developer,3S Software -,"Nasr City, Cairo, Egypt",29 days ago,Full TimeHybridExperienced / 2 - 4 Yrs of Exp / Installation/Maintenance/Repair / IT/Software Development / Engineering - Telecom/Technology / MySQL / MVC / Information Technology (IT) / JavaScript / HTML5 / HTML / API,https://wuzzuf.net/jobs/p/L1mft6bJXOGn-Full-Stack-Developer-3S-Software-Cairo-Egypt
Senior Full Stack Developer,3S Software -,"Nasr City, Cairo, Egypt",1 month ago,Full TimeHybridExperienced / 3 - 7 Yrs of Exp / IT/Software Development / Engineering - Telecom/Technology / MySQL / Angular / Computer Science / CSS / .Net / HTML / HTML5 / Information Technology (IT),https://wuzzuf.net/jobs/p/kJc2206IzlUV-Senior-Full-Stack-Developer-3S-Software-Cairo-Egypt
Corporate Business Application Section Head,Decorative Glass And Arab Union Glass Group -,"Obour City, Cairo, Egypt",2 months ago,Full TimeOn-siteManager / 10+ Yrs of Exp / males_only / IT/Software Development / Business Applications / Odoo Development / Information Technology (IT) / Python / Django / Django Framework / Flask / Oracle / PostgreSQL,https://wuzzuf.net/jobs/p/KtHvhj4R1hH3-Corporate-Business-Application-Section-Head-Decorative-Glass-And-Arab-Union-Glass-Group-Cairo-Egypt
Credit Analysis Assistant Manager,A.T Lease Egypt -,"Sheikh Zayed, Giza, Egypt",2 months ago,Full TimeOn-siteExperienced / 5 - 7 Yrs of Exp / Accounting/Finance / Analyst/Research / Accounting / Finance / Financial Analysis / Analysis / Credit Analysis / Banks,https://wuzzuf.net/jobs/p/We8OFnrLA69s-Credit-Analysis-Assistant-Manager-A-T-Lease-Egypt-Giza-Egypt
Research Assistant,TAZWEED EMPLOYMENT SERVICES -,"Dubai, United Arab Emirates",30 days ago,Full TimeEntry Level / Administration / Marketing/PR/Advertising / Analyst/Research / Research / Administration / Microsoft Office / Secretary / Office Management / Market Research / Communication Skills,https://wuzzuf.net/jobs/p/g/CzAWH115jmWQ-Research-Assistant-TAZWEED-EMPLOYMENT-SERVICES-Dubai-United-Arab-Emirates
Junior Financial Auditor - Junior General Accountant,Confidential -,"Mokattam, Cairo, Egypt",2 months ago,Full TimeOn-siteEntry Level / 2 - 5 Yrs of Exp / Accounting/Finance / Analyst/Research / accountant / Accounting / analytical / Auditing / Construction / Finance / Financial / Financial Analysis,https://wuzzuf.net/jobs/p/A29Cp89nMuXD-Junior-Financial-Auditor---Junior-General-Accountant-Cairo-Egypt
"Software Engineer - (Laravel, Vue, Golang)",Our Education -,"Nasr City, Cairo, Egypt",2 months ago,Full TimeOn-siteManager / 5+ Yrs of Exp / IT/Software Development / Engineering - Telecom/Technology / Information Technology (IT) / Software Development / Software Engineering / Engineering / Computer Science / Web Development / PHP / OOP,https://wuzzuf.net/jobs/p/mKedoDrlsBeP-Software-Engineer---Laravel-Vue-Golang-Our-Education-Cairo-Egypt
Cargo Operator (Dubai),Live Job Vacancies -,"Dubai, United Arab Emirates",12 days ago,Full TimeEntry Level / Customer Service/Support / Logistics/Supply Chain / Analyst/Research / logistics / business admin / business administration / commerce,https://wuzzuf.net/jobs/p/g/qc0xfSxz62HB-Cargo-Operator-Dubai-Live-Job-Vacancies-Dubai-United-Arab-Emirates
Developer,DXC Technology -,"Riyadh, Saudi Arabia",20 hours ago,Full TimeEntry Level / Business Development / IT/Software Development / Engineering - Telecom/Technology / Information Technology (IT) / Computer Science / Software Development / Software Engineering / Business Development / javaScript / Engineering,https://wuzzuf.net/jobs/p/g/eaDML09HQ4IB-Developer-DXC-Technology-Riyadh-Saudi-Arabia
Tester,DXC Technology -,"Riyadh, Saudi Arabia",8 days ago,Full TimeEntry Level / IT/Software Development / Quality / Engineering - Telecom/Technology / Computer Science / Information Technology (IT) / Software Testing / Quality Control / Quality Assurance / Testing / Quality,https://wuzzuf.net/jobs/p/g/i91YDm950XCX-Tester-DXC-Technology-Riyadh-Saudi-Arabia
ServiceNow Developer,DXC Technology -,"Riyadh, Saudi Arabia",5 days ago,Full TimeEntry Level / Customer Service/Support / IT/Software Development / Engineering - Telecom/Technology / computer science / engineering / information technology (it) / computer engineering,https://wuzzuf.net/jobs/p/g/luIhpRMyvHAf-ServiceNow-Developer-DXC-Technology-Riyadh-Saudi-Arabia
Inventory Accountant (Saudi National),Abdul Hadi Abdullah Al-Qahtani & Sons Beverage Company (AQS-PEPSI) -,"Riyadh, Saudi Arabia",4 days ago,Full TimeEntry Level / Accounting/Finance / Administration / Logistics/Supply Chain / Accounting / Finance / Inventory / Financial Analysis / Financial Management / Commerce / ERP,https://wuzzuf.net/jobs/p/g/FkDiHhlqbL9A-Inventory-Accountant-Saudi-National-Abdul-Hadi-Abdullah-Al-Qahtani-Sons-Beverage-Company-AQS-PEPSI-Riyadh-Saudi-Arabia
Software Engineer,I.R.E -,"Makkah, Saudi Arabia",4 days ago,Full TimeEntry Level / IT/Software Development / Quality / Engineering - Telecom/Technology / Information Technology (IT) / Computer Science / Software Development / Software Engineering / Engineering / Computer Engineering / Software,https://wuzzuf.net/jobs/p/g/cxBU6bDqyna7-Software-Engineer-I-R-E-Makkah-Saudi-Arabia
Financial Planning & Budgeting Specialist,Saudi Contractors Authority الهيئة السعودية للمقاولين -,"Riyadh, Saudi Arabia",13 days ago,Full TimeExperienced / Accounting/Finance / Operations/Management / Analyst/Research / Finance / Accounting / Financial Analysis / Planning / Financial Management / Financial Planning / Management,https://wuzzuf.net/jobs/p/g/qsPWhYss4O4G-Financial-Planning-Budgeting-Specialist-Saudi-Contractors-Authority-الهيئة-السعودية-للمقاولين-Riyadh-Saudi-Arabia
Credit Manager,Millennium Downtown Abu Dhabi -,"Dubai, United Arab Emirates",14 days ago,Full TimeExperienced / Accounting/Finance / Banking / Analyst/Research / Finance / Accounting / Financial Management / Financial Analysis / Credit / Banking / Commerce,https://wuzzuf.net/jobs/p/g/un1LxhQeyysF-Credit-Manager-Millennium-Downtown-Abu-Dhabi-Dubai-United-Arab-Emirates
BA - Acquiring & Remittance,Expleo Group -,"Dubai, United Arab Emirates",18 days ago,Full TimeExperienced / Customer Service/Support / IT/Software Development / Analyst/Research / Computer Science / Information Technology (IT) / BA / Business Analysis / Agile / Analysis / JSON,https://wuzzuf.net/jobs/p/g/AeWVJ5yHNGQ3-BA---Acquiring-Remittance-Expleo-Group-Dubai-United-Arab-Emirates
ITSM Manager,Virtusa -,"Dubai, United Arab Emirates",29 days ago,Full TimeExperienced / Customer Service/Support / IT/Software Development / Engineering - Telecom/Technology / Computer Science / ITSM / Information Technology (IT) / Software Development / Software Engineering / IBM / SQL,https://wuzzuf.net/jobs/p/g/hI4nz5P5fMlF-ITSM-Manager-Virtusa-Dubai-United-Arab-Emirates
Credit Research Team Leader,ICP CREDIT LTD -,"Cairo, Egypt",17 days ago,Full TimeOn-siteExperienced / 3 - 10 Yrs of Exp / Analyst/Research / Research / Risk Assessment / credit research / E-Marketing / Market Research / English,https://wuzzuf.net/jobs/p/cbwnrQmzVKsw-Credit-Research-Team-Leader-ICP-CREDIT-LTD-Cairo-Egypt
Scrum Master,Virtusa -,"Dubai, United Arab Emirates",11 days ago,Full TimeExperienced / IT/Software Development / Project/Program Management / Engineering - Telecom/Technology / Computer Science / Information Technology (IT) / Agile / Scrum / Software Development / Scrum Master / Software,https://wuzzuf.net/jobs/p/g/merKoOFZWAvt-Scrum-Master-Virtusa-Dubai-United-Arab-Emirates
Artificial Intelligence Engineer,The Group Securities -,"Doha, Qatar",13 days ago,Full TimeExperienced / IT/Software Development / Analyst/Research / Engineering - Telecom/Technology / Artificial Intelligence / Computer Science / Information Technology (IT) / Software Engineering / Computer Engineering / Software Development / Engineering,https://wuzzuf.net/jobs/p/g/L0MpAp6F7dt6-Artificial-Intelligence-Engineer-The-Group-Securities-Doha-Qatar
Engagement Manager,JLL -,"Riyadh, Saudi Arabia",2 months ago,Full TimeExperienced / Human Resources / Operations/Management / Marketing/PR/Advertising / Employee Engagement / Human Resources (HR) / Management / Performance Management / Compensation / HR / Recruitment,https://wuzzuf.net/jobs/p/g/HPiv4khQM9Lk-Engagement-Manager-JLL-Riyadh-Saudi-Arabia
Adobe Analytics,Cognizant -,"Dubai, United Arab Emirates",28 days ago,Full TimeEntry Level / Creative/Design/Art / Marketing/PR/Advertising / Media/Journalism/Publishing / Marketing / Social Media / Google Analytics / SEO / E-marketing / Adobe Photoshop / Digital Marketing,https://wuzzuf.net/jobs/p/g/hEnSGMrs7RN1-Adobe-Analytics-Cognizant-Dubai-United-Arab-Emirates
Financial Accountant,Dubai Aerospace Enterprise -,"Dubai, United Arab Emirates",27 days ago,Full TimeEntry Level / Accounting/Finance / Banking / Analyst/Research / Finance / Accounting / Financial Analysis / Financial Management / Accountant / Commerce / Microsoft Office,https://wuzzuf.net/jobs/p/g/trg0ptLmjmNl-Financial-Accountant-Dubai-Aerospace-Enterprise-Dubai-United-Arab-Emirates
Senior Investment Associate,stc -,"Riyadh, Saudi Arabia",3 hours ago,Full TimeExperienced / Accounting/Finance / Business Development / Sales/Retail / Accounting / Finance / Microsoft Office / Sales Skills / ACCA / CPA / Commerce,https://wuzzuf.net/jobs/p/g/7SpZfhvwCjn6-Senior-Investment-Associate-stc-Riyadh-Saudi-Arabia
AI Engineer,CharCentric -,"Dubai, United Arab Emirates",7 days ago,Full TimeEntry Level / IT/Software Development / Analyst/Research / Engineering - Telecom/Technology / AI / Information Technology (IT) / Computer Science / Engineering / Python / Software Engineering / NLP,https://wuzzuf.net/jobs/p/g/BGAspIyLC4hk-AI-Engineer-CharCentric-Dubai-United-Arab-Emirates
IBM BPM Developer,Black Pearl Consult -,"Dubai, United Arab Emirates",3 days ago,Full TimeEntry Level / Installation/Maintenance/Repair / IT/Software Development / Engineering - Telecom/Technology / Information Technology (IT) / BPM / Computer Science / Software Development / Java / J2EE / SOAP,https://wuzzuf.net/jobs/p/g/jTaEsFVOCNyY-IBM-BPM-Developer-Black-Pearl-Consult-Dubai-United-Arab-Emirates
Reserving Consultant - P&C Insurance,WTW -,"Riyadh, Saudi Arabia",1 day ago,Full TimeExperienced / Customer Service/Support / Hospitality/Hotels/Food Services / Tourism/Travel / Customer Care / Customer Service / Tourism / Customer Support / Travel / Travel Consultant / Sales,https://wuzzuf.net/jobs/p/g/ZA1FUz62XH8Y-Reserving-Consultant---PC-Insurance-WTW-Riyadh-Saudi-Arabia
Internal Auditor,National Center for Performance Measurement -,"Riyadh, Saudi Arabia",21 days ago,Full TimeEntry Level / Accounting/Finance / Quality / Analyst/Research / Accounting / Finance / Auditing / Financial Analysis / Financial Management / Internal Audit / Internal Auditing,https://wuzzuf.net/jobs/p/g/GORxvlQoXhG1-Internal-Auditor-National-Center-for-Performance-Measurement-Riyadh-Saudi-Arabia
M&A Manager,stc -,"Riyadh, Saudi Arabia",9 days ago,Full TimeExperienced / Creative/Design/Art / Sales/Retail / Engineering - Mechanical/Electrical / Sales / Sales Skills / Engineering / Electrical Engineering / Microsoft Office / Customer Service / Design,https://wuzzuf.net/jobs/p/g/M1lQ1eB4JxTL-MA-Manager-stc-Riyadh-Saudi-Arabia
GIS Architect,Virtusa -,"Dubai, United Arab Emirates",17 days ago,Full TimeExperienced / Engineering - Construction/Civil/Architecture / IT/Software Development / Engineering - Telecom/Technology / computer science / engineering / information technology (it) / gis / architecture / design / analytics,https://wuzzuf.net/jobs/p/g/Is0XJLtsvmyC-GIS-Architect-Virtusa-Dubai-United-Arab-Emirates
TMT Senior Researcher,MINDFREE CONSULTING AND RECRUITMENT ME -,"Riyadh, Saudi Arabia",12 days ago,Full TimeExperienced / Marketing/PR/Advertising / Analyst/Research / Engineering - Telecom/Technology / Research / Market Research / Marketing / Sales / Computer Science / Analysis / Engineering,https://wuzzuf.net/jobs/p/g/3tzDSsM0kawt-TMT-Senior-Researcher-MINDFREE-CONSULTING-AND-RECRUITMENT-ME-Riyadh-Saudi-Arabia
Fundraising Specialist,Hillroute Capital -,"Dubai, United Arab Emirates",13 days ago,Full TimeExperienced / Business Development / Marketing/PR/Advertising / Sales/Retail / Fundraising / Business Development / Marketing / Sales / Sales Skills / Sales Target / NGO,https://wuzzuf.net/jobs/p/g/TyuzPLORo4tE-Fundraising-Specialist-Hillroute-Capital-Dubai-United-Arab-Emirates
Demand & Supply Planner ME,Beiersdorf -,"Dubai, United Arab Emirates",21 days ago,Full TimeExperienced / Logistics/Supply Chain / Analyst/Research / Purchasing/Procurement / Supply Chain / Logistics / Planning / Demand / Demand Planning / Production / Inventory Management,https://wuzzuf.net/jobs/p/g/1U4zozGfmSj2-Demand-Supply-Planner-ME-Beiersdorf-Dubai-United-Arab-Emirates
Pharmaceutical Research Specialist,Intoude Foundation -,"Kuwait City, Kuwait",17 days ago,Full TimeExperienced / R&D/Science / Analyst/Research / Pharmaceutical / Pharmacy / Research / Pharmaceutical / Science / Market Research / Microsoft Office / Analysis,https://wuzzuf.net/jobs/p/g/B3SOKklFnumU-Pharmaceutical-Research-Specialist-Intoude-Foundation-Kuwait-City-Kuwait
